de;820;2;1
la;595;2;2
les;458;3;3
le;447;2;4
et;341;2;5
à;326;2;6
des;266;3;7
se;243;2;8
il;225;2;9
une;209;3;10
un;209;2;11
que;206;3;12
en;196;2;13
qui;170;3;14
ne;168;2;15
du;151;2;16
dans;138;4;17
pas;130;3;18
pour;121;4;19
au;112;2;20
avait;108;5;21
son;100;3;22
sa;94;2;23
plus;92;4;24
ce;91;2;25
elle;90;4;26
Il;90;2;27
avec;88;4;28
on;87;2;29
sur;84;3;30
Etienne;84;7;31
Maheu;82;5;32
par;80;3;33
lui;80;3;34
était;77;6;35
sans;77;4;36
si;73;2;37
ses;69;3;38
d'un;66;4;39
comme;66;5;40
ils;63;3;41
Et;61;2;42
d'une;60;5;43
qu'il;54;5;44
tout;50;4;45
où;47;3;46
deux;47;4;47
leur;45;4;48
Le;44;2;49
ça;43;3;50
qu'on;43;5;51
Mais;43;4;52
encore;41;6;53
aux;41;3;54
cette;38;5;55
On;38;2;56
tous;36;4;57
Catherine;36;9;58
bien;35;4;59
tête;33;5;60
sous;33;4;61
toujours;32;8;62
même;32;5;63
Maheude;32;7;64
y;31;1;65
s'était;31;8;66
qu'elle;31;7;67
ces;31;3;68
Les;31;3;69
coron;30;5;70
Jeanlin;30;7;71
puis;29;4;72
devant;29;6;73
chez;29;4;74
Levaque;29;7;75
Chaval;29;6;76
quand;28;5;77
père;28;5;78
je;28;2;79
Zacharie;28;8;80
très;27;5;81
là;27;3;82
hommes;27;6;83
dont;27;4;84
Rasseneur;27;9;85
La;27;2;86
Compagnie;27;9;87
milieu;26;6;88
leurs;26;5;89
homme;26;5;90
aussi;26;5;91
C'était;26;8;92
yeux;25;4;93
nous;25;4;94
est;25;3;95
donc;25;4;96
chaque;25;6;97
jour;24;4;98
vieux;23;5;99
trois;23;5;100
