de;837;2;1
la;640;2;2
les;402;3;3
le;391;2;4
et;320;2;5
à;308;2;6
des;230;3;7
un;222;2;8
en;202;2;9
se;187;2;10
il;183;2;11
ne;179;2;12
que;177;3;13
qui;176;3;14
pas;165;3;15
elle;163;4;16
une;160;3;17
dans;147;4;18
du;142;2;19
avait;118;5;20
sa;110;2;21
lui;106;3;22
sur;105;3;23
pour;99;4;24
au;96;2;25
avec;92;4;26
son;88;3;27
si;78;2;28
plus;78;4;29
était;74;6;30
deux;74;4;31
Et;70;2;32
Il;68;2;33
sans;67;4;34
ce;67;2;35
par;65;3;36
ses;64;3;37
qu'il;63;5;38
ça;61;3;39
comme;58;5;40
tout;55;4;41
on;55;2;42
ils;55;3;43
je;54;2;44
Elle;52;4;45
leur;51;4;46
bien;51;4;47
Maheude;51;7;48
tu;49;2;49
sous;49;4;50
d'un;49;4;51
La;48;2;52
y;47;1;53
Mais;47;4;54
femme;45;5;55
cette;42;5;56
même;39;5;57
quand;37;5;58
d'une;37;5;59
ces;37;3;60
rien;36;4;61
père;36;5;62
chez;36;4;63
qu'elle;35;7;64
donc;35;4;65
trop;33;4;66
fille;33;5;67
encore;33;6;68
où;31;3;69
nous;31;4;70
dont;31;4;71
Grégoire;31;9;72
vous;29;4;73
trois;29;5;74
mais;29;4;75
enfants;29;7;76
terre;28;5;77
s'était;28;8;78
peu;28;3;79
dit;28;3;80
a;28;1;81
toujours;27;8;82
faire;27;5;83
café;27;5;84
soupe;26;5;85
mère;26;5;86
devant;26;6;87
c'était;26;8;88
Les;26;3;89
Le;26;2;90
ans;25;3;91
On;25;2;92
Montsou;25;7;93
Catherine;25;9;94
me;24;2;95
maison;24;6;96
qu'on;23;5;97
qu'ils;23;6;98
puis;23;4;99
déjà;23;6;100
coron;23;5;101
aux;23;3;102
C'était;23;8;103
voir;22;4;104
là;22;3;105
leurs;22;5;106
est;22;3;107
c'est;22;5;108
vieux;21;5;109
eut;21;3;110
Je;21;2;111
tête;20;5;112
lorsque;20;7;113
fait;20;4;114
avaient;20;7;115
Mme;20;3;116
Maigrat;20;7;117
Levaque;20;7;118
yeux;19;4;119
très;19;5;120
petits;19;6;121
dire;19;4;122
car;19;3;123
aussi;19;5;124
toutes;18;6;125
francs;18;6;126
fois;18;4;127
faisait;18;7;128
coup;18;4;129
Maheu;18;5;130
Ils;18;3;131
C'est;18;5;132
nuit;17;4;133
jamais;17;6;134
gros;17;4;135
grand;17;5;136
fut;17;3;137
fond;17;4;138
filles;17;6;139
avoir;17;5;140
Puis;17;4;141
M;17;1;142
Lénore;17;7;143
Etienne;17;7;144
Cécile;17;7;145
Ah;17;2;146
venait;16;6;147
tous;16;4;148
tandis;16;6;149
table;16;5;150
porte;16;5;151
petite;16;6;152
petit;16;5;153
mille;16;5;154
l'air;16;5;155
homme;16;5;156
fosse;16;5;157
feu;16;3;158
Pierronne;16;9;159
Non;16;3;160
