de;909;2;1
la;657;2;2
le;489;2;3
les;446;3;4
à;335;2;5
il;288;2;6
et;282;2;7
des;269;3;8
que;219;3;9
se;213;2;10
en;207;2;11
une;176;3;12
un;174;2;13
ne;165;2;14
pas;156;3;15
du;156;2;16
dans;156;4;17
qui;141;3;18
au;125;2;19
avait;120;5;20
lui;113;3;21
son;110;3;22
sa;110;2;23
sur;108;3;24
pour;103;4;25
elle;102;4;26
Il;92;2;27
par;90;3;28
ce;87;2;29
Et;82;2;30
ses;81;3;31
avec;80;4;32
si;79;2;33
plus;78;4;34
comme;74;5;35
qu'il;73;5;36
Etienne;68;7;37
d'un;67;4;38
cette;67;5;39
était;62;6;40
aux;62;3;41
on;60;2;42
ils;58;3;43
deux;58;4;44
je;57;2;45
leur;54;4;46
sans;52;4;47
Mais;52;4;48
ça;48;3;49
tout;46;4;50
s'était;46;8;51
sous;44;4;52
dit;44;3;53
d'une;44;5;54
La;43;2;55
tu;42;2;56
qu'on;41;5;57
encore;41;6;58
vous;40;4;59
où;40;3;60
nous;38;4;61
Le;38;2;62
dont;37;4;63
y;36;1;64
même;33;5;65
ces;33;3;66
Dieu;33;4;67
tête;32;5;68
yeux;31;4;69
On;31;2;70
mais;30;4;71
devant;29;6;72
Maheu;29;5;73
tous;28;4;74
hommes;27;6;75
faire;27;5;76
contre;27;6;77
Elle;27;4;78
voix;26;4;79
toujours;26;8;80
rien;26;4;81
chez;26;4;82
bien;26;4;83
Catherine;25;9;84
qu'elle;24;7;85
eut;24;3;86
avaient;24;7;87
Levaque;24;7;88
Les;24;3;89
nuit;23;4;90
n'avait;23;7;91
leurs;23;5;92
coups;23;5;93
coup;23;4;94
a;23;1;95
Jeanlin;23;7;96
C'était;23;8;97
terre;22;5;98
soldats;22;7;99
quand;22;5;100
