de;1205;2;1
la;930;2;2
les;712;3;3
le;641;2;4
il;445;2;5
à;439;2;6
et;437;2;7
des;374;3;8
se;311;2;9
un;276;2;10
une;259;3;11
ne;244;2;12
dans;244;4;13
en;237;2;14
que;219;3;15
qui;217;3;16
du;213;2;17
pas;208;3;18
au;185;2;19
avait;183;5;20
elle;178;4;21
ils;152;3;22
sa;140;2;23
Il;135;2;24
pour;130;4;25
lui;130;3;26
plus;129;4;27
son;122;3;28
avec;122;4;29
ce;119;2;30
par;116;3;31
on;116;2;32
Et;112;2;33
cette;108;5;34
était;107;6;35
sur;106;3;36
ses;105;3;37
leur;102;4;38
sans;98;4;39
comme;90;5;40
qu'il;84;5;41
Mais;82;4;42
Etienne;82;7;43
si;81;2;44
d'un;80;4;45
d'une;77;5;46
encore;73;6;47
deux;69;4;48
bien;63;4;49
sous;62;4;50
y;61;1;51
tout;60;4;52
Elle;55;4;53
où;54;3;54
La;54;2;55
ces;53;3;56
Le;53;2;57
dont;52;4;58
je;50;2;59
aux;50;3;60
là;49;3;61
même;48;5;62
tous;47;4;63
On;47;2;64
qu'on;46;5;65
nous;46;4;66
Catherine;46;9;67
donc;45;4;68
contre;45;6;69
Ils;45;3;70
C'était;43;8;71
très;42;5;72
terre;42;5;73
yeux;41;4;74
toujours;41;8;75
s'était;41;8;76
leurs;41;5;77
heures;41;6;78
fut;41;3;79
fond;41;4;80
qu'ils;40;6;81
jour;40;4;82
autres;40;6;83
camarades;39;9;84
avaient;39;7;85
tu;38;2;86
rien;36;4;87
quand;36;5;88
Les;36;3;89
fosse;35;5;90
coups;35;5;91
Puis;35;4;92
tête;34;5;93
fois;34;4;94
eut;34;3;95
déjà;34;6;96
ça;33;3;97
trois;33;5;98
puits;33;5;99
devant;33;6;100
